Recording	Participant	TOI	Interval	clause_type	number	AOI	Stimulus	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Duration_of_first_fixation	Number_of_saccades_in_AOI
Recording1	Test Participant 1	Stimulus	33	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	33	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 2	s3	31	31	1	31	0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 2	s3	3	3	1	3	0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 3	s4	314	105	3	117	1
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	34	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 3	s4	67	67	1	67	0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 3	s4	3	3	1	3	0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 4	s5	287	287	1	287	0
Recording1	Test Participant 1	Stimulus	35	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle	s1	251	251	1	251	0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 4	s5	43	43	1	43	0
Recording1	Test Participant 1	Stimulus	36	sr	ss,sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle	s1	303	303	1	303	0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle	s1	29	29	1	29	0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 1	s2	115	115	1	115	0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	37	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 1	s2	32	32	1	32	0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 1	s2	220	220	1	220	0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 2	s3	89	89	1	89	0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	38	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 2	s3	373	124	3	153	2
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 2	s3	41	41	1	41	0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	39	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 2	s3	27	27	1	27	0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 2	s3	53	53	1	53	0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 3	s4	300	300	1	300	0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	40	sr	ss	Rectangle 4	s5	0	0	1	0	0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 4	s5	30	30	1	30	0
Recording1	Test Participant 1	Stimulus	41	sr	ss	Rectangle 4	s5	514	257	2	170	1
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle	s1	181	181	1	181	0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 2	s3	86	86	1	86	0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	42	sr	ss,sp	Rectangle 4	s5	36	36	1	36	0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle	s1	32	32	1	32	0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle	s1	203	203	1	203	0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 1	s2	114	114	1	114	0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	43	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 1	s2	336	168	2	86	1
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 1	s2	32	32	1	32	0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	44	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 2	s3	30	30	1	30	0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 2	s3	236	118	2	120	0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	45	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 3	s4	30	30	1	30	0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 3	s4	348	174	2	203	0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	46	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 3	s4	120	120	1	120	0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 3	s4	35	35	1	35	0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 4	s5	350	350	1	350	0
Recording1	Test Participant 1	Stimulus	47	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle	s1	37	37	1	37	0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	48	sr	ss,sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle	s1	186	186	1	186	0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle	s1	26	26	1	26	0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 1	s2	138	138	1	138	0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	49	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 1	s2	170	170	1	170	0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 1	s2	42	42	1	42	0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 2	s3	39	39	1	39	0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	50	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 2	s3	24	24	1	24	0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 2	s3	301	100	3	103	2
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	51	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 2	s3	32	32	1	32	0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 2	s3	103	103	1	103	0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 3	s4	419	210	2	200	0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	52	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 3	s4	88	44	2	86	0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 3	s4	28	28	1	28	0
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 4	s5	417	208	2	200	1
Recording1	Test Participant 1	Stimulus	53	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle	s1	29	29	1	29	0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 2	s3	103	103	1	103	0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 3	s4	45	45	1	45	0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	54	sr	ss,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle	s1	34	34	1	34	0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle	s1	253	253	1	253	0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 1	s2	29	29	1	29	0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	55	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 1	s2	236	236	1	236	0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 1	s2	34	34	1	34	0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 2	s3	72	72	1	72	0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	56	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 2	s3	42	42	1	42	0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 2	s3	192	96	2	20	0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	57	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 2	s3	3	3	1	3	0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 2	s3	24	24	1	24	0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 3	s4	383	192	2	183	1
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	58	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 4	s5	457	228	2	70	1
Recording1	Test Participant 1	Stimulus	59	sr	ps	Rectangle 4	s5	30	30	1	30	0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle	s1	118	118	1	118	0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 2	s3	153	153	1	153	0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	60	sr	pp,ps	Rectangle 4	s5	43	43	1	43	0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle	s1	170	170	1	170	0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle	s1	28	28	1	28	0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	61	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 1	s2	222	222	1	222	0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	62	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 1	s2	3	3	1	3	0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 1	s2	25	25	1	25	0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 2	s3	258	129	2	133	0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	63	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 2	s3	70	70	1	70	0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 2	s3	38	38	1	38	0
