Recording	Participant	TOI	Interval	clause_type	number	AOI	stimulus	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Duration_of_first_fixation	Number_of_saccades_in_AOI
Recording1	Test Participant 1	Stimulus	70	sr	sp	Rectangle 2	s3	283	283	1	283	0
Recording1	Test Participant 1	Stimulus	70	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 3	s4	233	233	1	233	0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 3	s4	133	133	1	133	0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 3	s4	0	0	1	0	0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 4	s5	278	278	1	278	0
Recording1	Test Participant 1	Stimulus	72	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 4	s5	39	39	1	39	0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle	s1	275	275	1	275	0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 1	s2	175	175	1	175	0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle	s1	175	175	1	175	0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 1	s2	508	508	1	508	0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 2	s3	8	8	1	8	0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 2	s3	525	263	2	159	1
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 3	s4	58	58	1	58	0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 3	s4	392	196	2	125	1
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 4	s5	8	8	1	8	0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 4	s5	617	308	2	359	1
Recording1	Test Participant 1	Eye Tracker Items.053	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.053	1	sr	pp	Rectangle 1	s2	183	183	1	183	0
Recording1	Test Participant 1	Eye Tracker Items.053	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.053	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.053	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	sr	pp	Rectangle 1	s2	333	333	1	333	0
Recording1	Test Participant 1	Eye Tracker Items.054	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.055	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.055	1	sr	pp	Rectangle 1	s2	267	133	2	67	1
Recording1	Test Participant 1	Eye Tracker Items.055	1	sr	pp	Rectangle 2	s3	33	33	1	33	0
Recording1	Test Participant 1	Eye Tracker Items.055	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.055	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	sr	pp	Rectangle 2	s3	283	283	1	283	0
Recording1	Test Participant 1	Eye Tracker Items.056	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	sr	pp	Rectangle 3	s4	233	117	2	183	1
Recording1	Test Participant 1	Eye Tracker Items.057	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	sr	pp	Rectangle 3	s4	117	117	1	117	0
Recording1	Test Participant 1	Eye Tracker Items.058	1	sr	pp	Rectangle 4	s5	283	283	1	283	0
Recording1	Test Participant 1	Eye Tracker Items.061	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.061	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.061	1	sr	ps	Rectangle 2	s3	158	158	1	158	0
Recording1	Test Participant 1	Eye Tracker Items.061	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.061	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.062	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.062	1	sr	ps	Rectangle 1	s2	492	246	2	300	1
Recording1	Test Participant 1	Eye Tracker Items.062	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.062	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.062	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.063	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.063	1	sr	ps	Rectangle 1	s2	242	242	1	242	0
Recording1	Test Participant 1	Eye Tracker Items.063	1	sr	ps	Rectangle 2	s3	175	175	1	175	0
Recording1	Test Participant 1	Eye Tracker Items.063	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.063	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.064	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.064	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.064	1	sr	ps	Rectangle 2	s3	392	196	2	158	1
Recording1	Test Participant 1	Eye Tracker Items.064	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.064	1	sr	ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.065	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.065	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.065	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.065	1	sr	ps	Rectangle 3	s4	533	267	2	300	1
Recording1	Test Participant 1	Eye Tracker Items.065	1	sr	ps	Rectangle 4	s5	25	25	1	25	0
Recording1	Test Participant 1	Eye Tracker Items.066	1	sr	ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.066	1	sr	ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.066	1	sr	ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.066	1	sr	ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.066	1	sr	ps	Rectangle 4	s5	533	267	2	125	1
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle	s1	167	167	1	167	0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 2	s3	133	133	1	133	0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.111	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle	s1	250	250	1	250	0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 1	s2	200	200	1	200	0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.112	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 1	s2	67	67	1	67	0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.113	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 2	s3	283	283	1	283	0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.114	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 3	s4	233	117	2	233	1
Recording1	Test Participant 1	Eye Tracker Items.115	1	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 3	s4	133	133	1	133	0
Recording1	Test Participant 1	Eye Tracker Items.116	1	sr	sp	Rectangle 4	s5	317	317	1	317	0
Recording1	Test Participant 1	practice_1_s1	1	practice		Rectangle	s1	333	333	1	333	0
Recording1	Test Participant 1	practice_1_s1	1	practice		Rectangle 1	s1	333	333	1	333	0
Recording1	Test Participant 1	practice_1_s1	1	practice		Rectangle 2	s2	25	25	1	25	0
Recording1	Test Participant 1	practice_1_s1	1	practice		Rectangle 3	s3	175	175	1	175	0
Recording1	Test Participant 1	practice_1_s1	1	practice		Rectangle 4	s4	0		0		0
Recording1	Test Participant 1	practice_1_s1	1	practice		Rectangle 5	s5	0		0		0
Recording1	Test Participant 1	practice_1_s1	2	practice		Rectangle	s1	433	433	1	433	0
Recording1	Test Participant 1	practice_1_s1	2	practice		Rectangle 1	s1	433	433	1	433	0
Recording1	Test Participant 1	practice_1_s1	2	practice		Rectangle 2	s2	0		0		0
Recording1	Test Participant 1	practice_1_s1	2	practice		Rectangle 3	s3	0		0		0
Recording1	Test Participant 1	practice_1_s1	2	practice		Rectangle 4	s4	0		0		0
Recording1	Test Participant 1	practice_1_s1	2	practice		Rectangle 5	s5	0		0		0
Recording1	Test Participant 1	practice_1_s2	1	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s2	1	practice		Rectangle 1	s2	525	525	1	525	0
Recording1	Test Participant 1	practice_1_s2	1	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s2	1	practice		Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice_1_s2	1	practice		Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice_1_s2	2	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s2	2	practice		Rectangle 1	s2	475	475	1	475	0
Recording1	Test Participant 1	practice_1_s2	2	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s2	2	practice		Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice_1_s2	2	practice		Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice_1_s3	1	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s3	1	practice		Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice_1_s3	1	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s3	1	practice		Rectangle 3	s4	141	141	1	141	0
Recording1	Test Participant 1	practice_1_s3	1	practice		Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice_1_s3	2	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s3	2	practice		Rectangle 1	s2	109	109	1	109	0
Recording1	Test Participant 1	practice_1_s3	2	practice		Rectangle 2	s3	317	317	1	317	0
Recording1	Test Participant 1	practice_1_s3	2	practice		Rectangle 3	s4	108	108	1	108	0
Recording1	Test Participant 1	practice_1_s3	2	practice		Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice_1_s4	1	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s4	1	practice		Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice_1_s4	1	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s4	1	practice		Rectangle 3	s4	359	359	1	359	0
Recording1	Test Participant 1	practice_1_s4	1	practice		Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	practice_1_s4	2	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s4	2	practice		Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice_1_s4	2	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s4	2	practice		Rectangle 3	s4	409	204	2	192	1
Recording1	Test Participant 1	practice_1_s4	2	practice		Rectangle 4	s5	108	108	1	108	0
Recording1	Test Participant 1	practice_1_s5	1	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s5	1	practice		Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice_1_s5	1	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s5	1	practice		Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice_1_s5	1	practice		Rectangle 4	s5	358	358	1	358	0
Recording1	Test Participant 1	practice_1_s5	2	practice		Rectangle	s1	0		0		0
Recording1	Test Participant 1	practice_1_s5	2	practice		Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	practice_1_s5	2	practice		Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	practice_1_s5	2	practice		Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	practice_1_s5	2	practice		Rectangle 4	s5	400	200	2	125	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	767	383	2	333	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	167	167	1	167	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	250	250	1	250	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	175	175	1	175	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	275	275	1	275	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	1000	500	2	525	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	109	109	1	109	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s1	767	383	2	333	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	333	333	1	333	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	67	67	1	67	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	242	242	1	242	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	183	183	1	183	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	267	133	2	67	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	508	508	1	508	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	492	246	2	300	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	200	200	1	200	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	175	175	1	175	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	317	317	1	317	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s2	25	25	1	25	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	283	283	1	283	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
